state,vegetable,fork-ranger-name,January,February,March,April,May,June,July,August,September,October,November,December
iowa,tarragon,X,,,,Starting Now,Prime Time,Last Chance,,,,,,
iowa,thyme,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
iowa,tomatillos,X,,,,,,,,Starting Now,Last Chance,,,
iowa,tomatoes,Tomato,,,,,,,Starting Now,Prime Time,Last Chance,,,
iowa,turnips,Turnip,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
iowa,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
iowa,watermelon,Watermelon,,,,,,Starting Now,Prime Time,Last Chance,,,,
iowa,winter-squash,Pumpkin,,,,,,,,Starting Now,Prime Time,Last Chance,,
iowa,zucchini,Zucchini,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kansas,apples,Apple,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,apricots,Abricot,,,,,,Starting Now,Last Chance,,,,,
kansas,arugula,Rocket,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
kansas,asparagus,Asparagus,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,,
kansas,basil,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,beets,Beetroot,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
kansas,black-eyed-peas,X,,,,,,Starting Now,Last Chance,,,,,
kansas,blackberries,Blackberry,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kansas,blueberries,Blueberry,,,,,,,Starting Now,Last Chance,,,,
kansas,bok-choy,Bok choy,,,,,Starting Now,Prime Time,Last Chance,,Starting Now,Prime Time,Last Chance,
kansas,boysenberries,Boysenberry,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kansas,brambles,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kansas,broccoli,Broccoli,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kansas,brussels-sprouts,Brussels sprouts,,,,,Starting Now,Last Chance,,,,,,
kansas,cabbage,White cabbage,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,cantaloupe,Cantaloupe,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
kansas,carrots,Carrot,,,,,,Starting Now,Last Chance,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,cauliflower,Cauliflower,,,,,,Starting Now,Last Chance,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,celery,Celery,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
kansas,celery-root,Celeriac,,,,,,,,Starting Now,Prime Time,Last Chance,,
kansas,chard,Chard,,,,,,Starting Now,Last Chance,,,,,
kansas,cherries,Cherry,,,,,Starting Now,Prime Time,Last Chance,,,,,
kansas,chestnuts,X,,,,,,,,,Starting Now,Prime Time,Last Chance,
kansas,chicories,Chicory,,,,,Starting Now,Last Chance,,,,Prime Time,,
kansas,chili-peppers,X,,,,,,,,Starting Now,Last Chance,,,
kansas,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,cilantro,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kansas,collard-greens,Collard greens,,,,,Starting Now,Last Chance,,,,,,
kansas,corn,Corn,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,cucumbers,Cucumber,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,eggplant,Aubergine,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,endive,Endive,,,,,Starting Now,Last Chance,,,,Prime Time,,
kansas,fava-beans,X,,,,,Prime Time,,,,,,,
kansas,fennel,Fennel,,,,,,,Prime Time,,,,,
kansas,figs,Fig,,,,,,,,Starting Now,Last Chance,,,
kansas,garlic,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kansas,garlic-scapes,X,,,,,Starting Now,Last Chance,,,,,,
kansas,gooseberries,Gooseberry,,,,,Starting Now,Prime Time,Last Chance,,,,,
kansas,grapes,Grapes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kansas,green-beans,Green bean,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,green-onions,Green onion,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,
kansas,ground-cherries,X,,,,,,,,Starting Now,Prime Time,Last Chance,,
kansas,horseradish,Horseradish,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,kale,Kale,,,,,,,,,,Starting Now,Prime Time,Last Chance
kansas,kohlrabi,Kohlrabi,,,,,Starting Now,Prime Time,Last Chance,,Starting Now,Prime Time,Last Chance,
kansas,lamb's-quarters,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kansas,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kansas,leeks,Leek,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
kansas,lettuce,Lettuce,,,Starting Now,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,lima-beans,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kansas,melons,Melon,,,,,,,Starting Now,Prime Time,Last Chance,,,
kansas,mint,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,morels,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
kansas,mushrooms,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
kansas,mustard-greens,X,,,,,Starting Now,Last Chance,,,,,,
kansas,nectarines,Nectarine,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kansas,nopales,X,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,okra,Okra,,,,,,,Starting Now,Prime Time,Last Chance,,,
kansas,onions,Onion,,,,,,,,Starting Now,Last Chance,,,
kansas,oregano,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,parsley,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
kansas,parsnips,Parsnip,,,,Starting Now,Last Chance,,,,,Starting Now,Prime Time,Last Chance
kansas,pawpaw,Pawpaw,,,,,,,,,Starting Now,Last Chance,,
kansas,pea-shoots,X,,,Starting Now,Last Chance,,,,,,,,
kansas,peaches,Peach,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,pears,Pear,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,peas,Peas,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
kansas,peppers,Bell pepper,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,persimmons,Persimmon,,,,,,,,,,Prime Time,,
kansas,plums,Plum,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,potatoes,Potato,,,,,Starting Now,Prime Time,Last Chance,,Starting Now,Last Chance,,
kansas,pumpkin,Pumpkin,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,purslane,Purslane,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kansas,quince,Quince,,,,,,,,,,Starting Now,Last Chance,
kansas,radicchio,Radicchio,,,,,Starting Now,Last Chance,,,,Prime Time,,
kansas,radishes,Radish,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance,
kansas,rapini,Rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
kansas,raspberries,Raspberry,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,rhubarb,Rhubarb,,,,,Starting Now,Last Chance,,,,,,
kansas,rosemary,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,sage,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
kansas,shallots,Shallots,,,,,,,,,Starting Now,Last Chance,,
kansas,shell-beans,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kansas,snap-peas,Sugar snaps,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kansas,snow-peas,Snow peas,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kansas,sorrel,X,,,Starting Now,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,spinach,Spinach,,,Starting Now,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
kansas,strawberries,Strawberry,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
kansas,summer-squash,Zucchini,,,,,,Starting Now,Prime Time,Last Chance,,,,
kansas,sunchokes,Jerusalem artichoke,Starting Now,Last Chance,,,,Starting Now,Last Chance,,,,,
kansas,sweet-potatoes,Sweet potato,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,tarragon,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,thyme,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,tomatillos,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,tomatoes,Tomato,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,turnips,Turnip,,,,,,Starting Now,Last Chance,,,Starting Now,Prime Time,Last Chance
kansas,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
kansas,watermelon,Watermelon,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,winter-squash,Pumpkin,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
kansas,zucchini,Zucchini,,,,,,,Starting Now,Prime Time,Last Chance,,,
kentucky,apples,Apple,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kentucky,apricots,Abricot,,,,,,,Starting Now,Last Chance,,,,
kentucky,arugula,Rocket,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,,
kentucky,asian-pears,Asian pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
kentucky,asparagus,Asparagus,,,,Starting Now,Prime Time,Last Chance,,,,,,
kentucky,basil,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kentucky,beets,Beetroot,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kentucky,black-eyed-peas,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
kentucky,blackberries,Blackberry,,,,,,Starting Now,Prime Time,Last Chance,,,,
kentucky,blueberries,Blueberry,,,,,,,Starting Now,Last Chance,,,,
kentucky,bok-choy,Bok choy,,,,,,,,Starting Now,Prime Time,Last Chance,,
kentucky,boysenberries,Boysenberry,,,,,,Starting Now,Last Chance,,,,,
kentucky,brambles,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
kentucky,broccoli,Broccoli,,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,
kentucky,brussels-sprouts,Brussels sprouts,,,,,,,,,Starting Now,Prime Time,Last Chance,
kentucky,cabbage,White cabbage,,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,
kentucky,cantaloupe,Cantaloupe,,,,,,,Starting Now,Prime Time,Last Chance,,,
kentucky,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
kentucky,carrots,Carrot,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
kentucky,cauliflower,Cauliflower,,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,
kentucky,celery,Celery,,,,,,,Starting Now,Prime Time,Last Chance,,,
kentucky,celery-root,Celeriac,,,,,,,,Starting Now,Last Chance,,,
kentucky,chard,Chard,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,cherries,Cherry,,,,,,Starting Now,Last Chance,,,,,
kentucky,chicories,Chicory,,,,,,,,Starting Now,Prime Time,Last Chance,,
kentucky,chili-peppers,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kentucky,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,cilantro,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kentucky,collard-greens,Collard greens,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,corn,Corn,,,,,,,Starting Now,Prime Time,Last Chance,,,
kentucky,cucumbers,Cucumber,,,,,,,Starting Now,Prime Time,Last Chance,,,
kentucky,eggplant,Aubergine,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kentucky,endive,Endive,,,,,,,,Starting Now,Prime Time,Last Chance,,
kentucky,garlic,X,,,,,,Starting Now,Prime Time,Last Chance,,,,
kentucky,garlic-scapes,X,,,,,Prime Time,,,,,,,
kentucky,gooseberries,Gooseberry,,,,,,,Starting Now,Last Chance,,,,
kentucky,grapes,Grapes,,,,,,,,Starting Now,Last Chance,,,
kentucky,green-beans,Green bean,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kentucky,green-onions,Green onion,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,ground-cherries,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kentucky,horseradish,Horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
kentucky,kale,Kale,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,kohlrabi,Kohlrabi,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
kentucky,lamb's-quarters,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,lavender,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kentucky,leeks,Leek,,,,,,,,Starting Now,Prime Time,Last Chance,,
kentucky,lettuce,Lettuce,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,,
kentucky,lima-beans,X,,,,,,,,,Prime Time,,,
kentucky,melons,Melon,,,,,,,Starting Now,Prime Time,Last Chance,,,
kentucky,mint,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kentucky,morels,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
kentucky,mushrooms,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
kentucky,mustard-greens,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,nectarines,Nectarine,,,,,,,Starting Now,Last Chance,,,,
kentucky,nettles,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
kentucky,okra,Okra,,,,,,,Starting Now,Prime Time,Last Chance,,,
kentucky,onions,Onion,,,,,,,Starting Now,Prime Time,Last Chance,,,
kentucky,oregano,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kentucky,parsley,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,parsnips,Parsnip,,,,,,,,,,Starting Now,Last Chance,
kentucky,pawpaw,Pawpaw,,,,,,,,Starting Now,Prime Time,Last Chance,,
kentucky,pea-shoots,X,,,Starting Now,Prime Time,Last Chance,,,,,,,
kentucky,peaches,Peach,,,,,,Starting Now,Prime Time,Last Chance,,,,
kentucky,pears,Pear,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
kentucky,peas,Peas,,,,,Starting Now,Last Chance,,,,,,
kentucky,peppers,Bell pepper,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kentucky,plums,Plum,,,,,,,Starting Now,Prime Time,Last Chance,,,
kentucky,potatoes,Potato,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kentucky,pumpkin,Pumpkin,,,,,,,,,,Starting Now,Last Chance,
kentucky,purslane,Purslane,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,quince,Quince,,,,,,,,,,Starting Now,Last Chance,
kentucky,radicchio,Radicchio,,,,,,,,Starting Now,Prime Time,Last Chance,,
kentucky,radishes,Radish,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,ramps,X,,,,Starting Now,Last Chance,,,,,,,
kentucky,rapini,Rapini,,,,,,,,,Starting Now,Last Chance,,
kentucky,raspberries,Raspberry,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,rhubarb,Rhubarb,,,,,,Starting Now,Prime Time,Last Chance,,,,
kentucky,rosemary,X,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kentucky,rutabaga,Swede,,,,,,,,,,Starting Now,Last Chance,
kentucky,sage,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kentucky,salsify,Salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
kentucky,shallots,Shallots,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,shell-beans,X,,,,,,,,,Prime Time,,,
kentucky,snap-peas,Sugar snaps,,,,,,Starting Now,Prime Time,Last Chance,,,,
kentucky,snow-peas,Snow peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
kentucky,sorrel,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,spinach,Spinach,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kentucky,sprouts,X,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
kentucky,strawberries,Strawberry,,,,,Starting Now,Last Chance,,,,,,
kentucky,summer-squash,Zucchini,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kentucky,sunchokes,Jerusalem artichoke,Prime Time,,,,,,Prime Time,,,,,
kentucky,sweet-potatoes,Sweet potato,,,,,,,,,Prime Time,,,
kentucky,tarragon,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kentucky,thyme,X,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kentucky,tomatillos,X,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kentucky,tomatoes,Tomato,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kentucky,turnips,Turnip,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
kentucky,watercress,X,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
kentucky,watermelon,Watermelon,,,,,,,,Starting Now,Last Chance,,,
kentucky,winter-squash,Pumpkin,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
kentucky,zucchini,Zucchini,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
louisiana,apples,Apple,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
louisiana,arugula,Rocket,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
louisiana,asian-pears,Asian pears,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
louisiana,asparagus,Asparagus,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,
louisiana,basil,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
louisiana,beets,Beetroot,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
louisiana,black-eyed-peas,X,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
louisiana,blackberries,Blackberry,,,,,Starting Now,Last Chance,,,,,,
louisiana,blueberries,Blueberry,,,,,Starting Now,Last Chance,,,,,,
louisiana,bok-choy,Bok choy,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
louisiana,boysenberries,Boysenberry,,,,,Starting Now,Last Chance,,,,,,
louisiana,brambles,X,,,,,Starting Now,Last Chance,,,,,,
louisiana,broccoli,Broccoli,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
louisiana,brussels-sprouts,Brussels sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
louisiana,cabbage,White cabbage,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
louisiana,cantaloupe,Cantaloupe,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
louisiana,cardoons,Cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
louisiana,carrots,Carrot,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
louisiana,cauliflower,Cauliflower,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
louisiana,celery,Celery,Prime Time,Last Chance,,Starting Now,Last Chance,,,,,,Starting Now,Prime Time
louisiana,celery-root,Celeriac,Prime Time,Last Chance,,Starting Now,Last Chance,,,,,,Starting Now,Prime Time
louisiana,chard,Chard,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
louisiana,cherries,Cherry,,,,,,Starting Now,Last Chance,,,,,
louisiana,chicories,Chicory,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time
louisiana,chili-peppers,X,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
louisiana,chives,X,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
louisiana,cilantro,X,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,,,Starting Now,Prime Time,Prime Time
louisiana,citrus,X,Prime Time,Last Chance,,,,,,,,,,Starting Now
louisiana,clementines,X,Prime Time,Last Chance,,,,,,,,,Starting Now,Prime Time
louisiana,collard-greens,Collard greens,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Prime Time
louisiana,corn,Corn,,,,,Starting Now,Prime Time,Last Chance,,,,,
louisiana,cucumbers,Cucumber,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
louisiana,eggplant,Aubergine,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
louisiana,endive,Endive,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time
louisiana,fava-beans,X,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,,,
louisiana,fennel,Fennel,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
