state,vegetable,January,February,March,April,May,June,July,August,September,October,November,December
indiana,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,leeks,,,,,,,,Starting Now,Prime Time,Last Chance,,
indiana,lettuce,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Last Chance,,
indiana,lima-beans,,,,,,,,,Starting Now,Last Chance,,
indiana,melons,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
indiana,mint,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,morels,,,,Starting Now,Last Chance,,,,,,,
indiana,mushrooms,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
indiana,mustard-greens,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Prime Time,Last Chance,
indiana,nectarines,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
indiana,okra,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,onions,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
indiana,oregano,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,parsley,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
indiana,parsnips,,,,Starting Now,Last Chance,,,,,Starting Now,Last Chance,
indiana,pea-shoots,,,Starting Now,Last Chance,,,,,,,,
indiana,peaches,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
indiana,pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
indiana,peas,,,,Starting Now,Prime Time,Last Chance,,,,,,
indiana,peppers,,,,,,,Starting Now,Prime Time,Last Chance,,,
indiana,persimmons,,,,,,,,,,Prime Time,,
indiana,plums,,,,,,,Starting Now,Last Chance,,,,
indiana,potatoes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,pumpkin,,,,,,,,,Starting Now,Last Chance,,
indiana,purslane,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,quince,,,,,,,,,Starting Now,Last Chance,,
indiana,radicchio,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
indiana,radishes,,,,Starting Now,Last Chance,,,,Starting Now,Last Chance,,
indiana,rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
indiana,raspberries,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
indiana,rhubarb,,,,Starting Now,Prime Time,Last Chance,,,,,,
indiana,rosemary,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
indiana,sage,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
indiana,shallots,Last Chance,,,,,Starting Now,Last Chance,,,,,Starting Now
indiana,shell-beans,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,snap-peas,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
indiana,snow-peas,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,
indiana,sorrel,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Last Chance,,
indiana,spinach,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Last Chance,,
indiana,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
indiana,strawberries,,,,,Starting Now,Prime Time,Last Chance,,,,,
indiana,summer-squash,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,sunchokes,,,,,,,Prime Time,,,,,
indiana,sweet-potatoes,,,,,,,,Starting Now,Last Chance,,,
indiana,tarragon,,,,Starting Now,Prime Time,Last Chance,,,,,,
indiana,thyme,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
indiana,tomatillos,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
indiana,tomatoes,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
indiana,turnips,,,,Starting Now,Prime Time,Last Chance,,,Starting Now,Prime Time,Last Chance,
indiana,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
indiana,watermelon,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
indiana,winter-squash,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
indiana,zucchini,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,apples,,,,,,,,Starting Now,Prime Time,Last Chance,,
iowa,apricots,,,,,,,Starting Now,Last Chance,,,,
iowa,arugula,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
iowa,asparagus,,,,,Starting Now,Last Chance,,,,,,
iowa,basil,,,,,,,Starting Now,Prime Time,Last Chance,,,
iowa,beets,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,black-eyed-peas,,,,,,Starting Now,Last Chance,,,,,
iowa,blackberries,,,,,,,Starting Now,Last Chance,,,,
iowa,blueberries,,,,,,Starting Now,Prime Time,Last Chance,,,,
iowa,bok-choy,,,,,,,,Prime Time,,,,
iowa,brambles,,,,,,,Starting Now,Last Chance,,,,
iowa,broccoli,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,brussels-sprouts,,,,,,,,,Starting Now,Last Chance,,
iowa,cabbage,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,cantaloupe,,,,,,,,Starting Now,Last Chance,,,
iowa,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
iowa,carrots,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,cauliflower,,,,,,,,Starting Now,Prime Time,Last Chance,,
iowa,celery,,,,,,,,Starting Now,Prime Time,Last Chance,,
iowa,celery-root,,,,,,,,Starting Now,Prime Time,Last Chance,,
iowa,chard,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
iowa,cherries,,,,,,Starting Now,Last Chance,,,,,
iowa,chicories,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
iowa,chili-peppers,,,,,,,Starting Now,Prime Time,Last Chance,,,
iowa,chives,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,cilantro,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
iowa,collard-greens,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,corn,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
iowa,cucumbers,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,eggplant,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,endive,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
iowa,fava-beans,,,,,Prime Time,,,,,,,
iowa,fennel,,,,,,,,Starting Now,Last Chance,,,
iowa,figs,,,,,,,,Starting Now,Last Chance,,,
iowa,garlic,,,,,,,,,Starting Now,Last Chance,,
iowa,garlic-scapes,,,,,Starting Now,Last Chance,,,,,,
iowa,gooseberries,,,,,,,,Starting Now,Last Chance,,,
iowa,grapes,,,,,,,Starting Now,Prime Time,Last Chance,,,
iowa,green-beans,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
iowa,green-onions,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
iowa,ground-cherries,,,,,,,,Starting Now,Last Chance,,,
iowa,horseradish,Prime Time,Prime Time,Prime Time,Last Chance,,,,,,Starting Now,Prime Time,Prime Time
iowa,kale,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,kohlrabi,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,lamb's-quarters,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,leeks,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
iowa,lettuce,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,lima-beans,,,,,,,,,Starting Now,Last Chance,,
iowa,melons,,,,,,,,Starting Now,Last Chance,,,
iowa,mint,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,morels,,,,,Prime Time,,,,,,,
iowa,mushrooms,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,mustard-greens,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,nectarines,,,,,,,Starting Now,Last Chance,,,,
iowa,onions,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,oregano,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,parsley,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
iowa,parsnips,,,,,Prime Time,,,,,Prime Time,,
iowa,pawpaw,,,,,,,,,Starting Now,Last Chance,,
iowa,pea-shoots,,,,Starting Now,Last Chance,,,,,,,
iowa,peaches,,,,,,,Starting Now,Last Chance,,,,
iowa,pears,,,,,,,,Starting Now,Last Chance,,,
iowa,peas,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,peppers,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,persimmons,,,,,,,,,,Prime Time,,
iowa,plums,,,,,,,Starting Now,Last Chance,,,,
iowa,potatoes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,pumpkin,,,,,,,,,Starting Now,Last Chance,,
iowa,purslane,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,quince,,,,,,,,,Starting Now,Last Chance,,
iowa,radicchio,Prime Time,Prime Time,Last Chance,,,,,,,Starting Now,Prime Time,Prime Time
iowa,radishes,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,ramps,,,,Starting Now,Last Chance,,,,,,,
iowa,rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
iowa,raspberries,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,rhubarb,,,,,Starting Now,Last Chance,,,,,,
iowa,rosemary,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
iowa,sage,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
iowa,shallots,Last Chance,,,,,Starting Now,Last Chance,,,,,Starting Now
iowa,shell-beans,,,,,,,,,Starting Now,Last Chance,,
iowa,snap-peas,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
iowa,snow-peas,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
iowa,sorrel,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,spinach,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
iowa,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
iowa,strawberries,,,,,,Prime Time,,,,,,
iowa,summer-squash,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
iowa,sunchokes,,,,,,,Starting Now,Last Chance,,,,
iowa,tarragon,,,,Starting Now,Prime Time,Last Chance,,,,,,
iowa,thyme,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
iowa,tomatillos,,,,,,,,Starting Now,Last Chance,,,
iowa,tomatoes,,,,,,,Starting Now,Prime Time,Last Chance,,,
iowa,turnips,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
iowa,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
iowa,watermelon,,,,,,Starting Now,Prime Time,Last Chance,,,,
iowa,winter-squash,,,,,,,,Starting Now,Prime Time,Last Chance,,
iowa,zucchini,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kansas,apples,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,apricots,,,,,,Starting Now,Last Chance,,,,,
kansas,arugula,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
kansas,asparagus,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,,
kansas,basil,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,beets,,,,,,Starting Now,Last Chance,,Starting Now,Last Chance,,
kansas,black-eyed-peas,,,,,,Starting Now,Last Chance,,,,,
kansas,blackberries,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kansas,blueberries,,,,,,,Starting Now,Last Chance,,,,
kansas,bok-choy,,,,,Starting Now,Prime Time,Last Chance,,Starting Now,Prime Time,Last Chance,
kansas,boysenberries,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kansas,brambles,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kansas,broccoli,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kansas,brussels-sprouts,,,,,Starting Now,Last Chance,,,,,,
kansas,cabbage,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,cantaloupe,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
kansas,carrots,,,,,,Starting Now,Last Chance,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,cauliflower,,,,,,Starting Now,Last Chance,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,celery,,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance
kansas,celery-root,,,,,,,,Starting Now,Prime Time,Last Chance,,
kansas,chard,,,,,,Starting Now,Last Chance,,,,,
kansas,cherries,,,,,Starting Now,Prime Time,Last Chance,,,,,
kansas,chestnuts,,,,,,,,,Starting Now,Prime Time,Last Chance,
kansas,chicories,,,,,Starting Now,Last Chance,,,,Prime Time,,
kansas,chili-peppers,,,,,,,,Starting Now,Last Chance,,,
kansas,chives,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,cilantro,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kansas,collard-greens,,,,,Starting Now,Last Chance,,,,,,
kansas,corn,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,cucumbers,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,eggplant,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,endive,,,,,Starting Now,Last Chance,,,,Prime Time,,
kansas,fava-beans,,,,,Prime Time,,,,,,,
kansas,fennel,,,,,,,Prime Time,,,,,
kansas,figs,,,,,,,,Starting Now,Last Chance,,,
kansas,garlic,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kansas,garlic-scapes,,,,,Starting Now,Last Chance,,,,,,
kansas,gooseberries,,,,,Starting Now,Prime Time,Last Chance,,,,,
kansas,grapes,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kansas,green-beans,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,green-onions,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,,
kansas,ground-cherries,,,,,,,,Starting Now,Prime Time,Last Chance,,
kansas,horseradish,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,kale,,,,,,,,,,Starting Now,Prime Time,Last Chance
kansas,kohlrabi,,,,,Starting Now,Prime Time,Last Chance,,Starting Now,Prime Time,Last Chance,
kansas,lamb's-quarters,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kansas,lavender,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kansas,leeks,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
kansas,lettuce,,,Starting Now,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,lima-beans,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kansas,melons,,,,,,,Starting Now,Prime Time,Last Chance,,,
kansas,mint,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,morels,,,Starting Now,Prime Time,Last Chance,,,,,,,
kansas,mushrooms,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
kansas,mustard-greens,,,,,Starting Now,Last Chance,,,,,,
kansas,nectarines,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kansas,nopales,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,okra,,,,,,,Starting Now,Prime Time,Last Chance,,,
kansas,onions,,,,,,,,Starting Now,Last Chance,,,
kansas,oregano,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,parsley,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
kansas,parsnips,,,,Starting Now,Last Chance,,,,,Starting Now,Prime Time,Last Chance
kansas,pawpaw,,,,,,,,,Starting Now,Last Chance,,
kansas,pea-shoots,,,Starting Now,Last Chance,,,,,,,,
kansas,peaches,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,pears,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,peas,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
kansas,peppers,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,persimmons,,,,,,,,,,Prime Time,,
kansas,plums,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,potatoes,,,,,Starting Now,Prime Time,Last Chance,,Starting Now,Last Chance,,
kansas,pumpkin,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,purslane,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kansas,quince,,,,,,,,,,Starting Now,Last Chance,
kansas,radicchio,,,,,Starting Now,Last Chance,,,,Prime Time,,
kansas,radishes,,,Starting Now,Prime Time,Last Chance,,,,Starting Now,Prime Time,Last Chance,
kansas,rapini,Prime Time,Last Chance,,,Starting Now,Last Chance,,,,Starting Now,Prime Time,Prime Time
kansas,raspberries,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,rhubarb,,,,,Starting Now,Last Chance,,,,,,
kansas,rosemary,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,sage,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,salsify,Last Chance,,,,,,,,,Starting Now,Prime Time,Prime Time
kansas,shallots,,,,,,,,,Starting Now,Last Chance,,
kansas,shell-beans,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kansas,snap-peas,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kansas,snow-peas,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kansas,sorrel,,,Starting Now,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,spinach,,,Starting Now,Prime Time,Prime Time,Last Chance,,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,sprouts,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time,Prime Time
kansas,strawberries,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,,
kansas,summer-squash,,,,,,Starting Now,Prime Time,Last Chance,,,,
kansas,sunchokes,Starting Now,Last Chance,,,,Starting Now,Last Chance,,,,,
kansas,sweet-potatoes,,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance
kansas,tarragon,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,thyme,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,tomatillos,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,tomatoes,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance,
kansas,turnips,,,,,,Starting Now,Last Chance,,,Starting Now,Prime Time,Last Chance
kansas,watercress,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,,,
kansas,watermelon,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,,
kansas,winter-squash,,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,
kansas,zucchini,,,,,,,Starting Now,Prime Time,Last Chance,,,
kentucky,apples,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Prime Time,Last Chance
kentucky,apricots,,,,,,,Starting Now,Last Chance,,,,
kentucky,arugula,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,,
kentucky,asian-pears,,,,,,,,Starting Now,Prime Time,Last Chance,,
kentucky,asparagus,,,,Starting Now,Prime Time,Last Chance,,,,,,
kentucky,basil,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,,
kentucky,beets,,,,,,,Starting Now,Prime Time,Prime Time,Last Chance,,
kentucky,black-eyed-peas,,,,,,Starting Now,Prime Time,Last Chance,,,,
kentucky,blackberries,,,,,,Starting Now,Prime Time,Last Chance,,,,
kentucky,blueberries,,,,,,,Starting Now,Last Chance,,,,
kentucky,bok-choy,,,,,,,,Starting Now,Prime Time,Last Chance,,
kentucky,boysenberries,,,,,,Starting Now,Last Chance,,,,,
kentucky,brambles,,,,,,Starting Now,Prime Time,Last Chance,,,,
kentucky,broccoli,,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,
kentucky,brussels-sprouts,,,,,,,,,Starting Now,Prime Time,Last Chance,
kentucky,cabbage,,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,
kentucky,cantaloupe,,,,,,,Starting Now,Prime Time,Last Chance,,,
kentucky,cardoons,,,,,,,,,,Starting Now,Prime Time,Last Chance
kentucky,carrots,,,,,,,Starting Now,Prime Time,Prime Time,Prime Time,Last Chance,
kentucky,cauliflower,,,,,,Starting Now,Last Chance,,,Starting Now,Last Chance,
